ORDER_ID,ITEM_PRICE,ITEM_QUANTITY,SHIPPING_ADDRESS,TOTAL_SHIPPING_COST,TOTAL_COST,TIMESTAMP,PRODUCT_ID,USER_ID
1690321126,230.65,7,Bryce        87 Dusty Way                        97929  Batch village        Arkansas        ,192.9,1807.45,2022-08-29,8183,5112634258
1573126970,375.78,47,Verda        742 Crystal Timber                  03409  Nelliston village    Alabama         ,190.48,17852.14,2022-03-18,1715,9891094254
1433039412,345.92,92,Tomi         P.O. Box 11174                      91403  Sisters              Kansas          ,200.0,32024.640000000003,2022-02-27,180,9853915250
1191259235,166.95,60,Svetlana     322 River Viaduct                   68625  West Haven-Sylvan    New Hampshire   ,71.83,10088.83,2022-09-14,5242,7293679392
1432926392,183.86,2,Blake        502 Island Expressway               57764  Fort Myers Beach     Texas           ,59.51,427.23,2023-01-02,8320,5955297796
1348651235,360.53,92,Ron          376 Sleepy Woods                    47269  Pecos village        Idaho           ,178.9,33347.659999999996,2023-03-11,3460,7047591479
1226866547,399.37,42,Enrique      133 Treasure Corner                 48236  Pomona Park          Missouri        ,64.37,16837.91,2022-03-20,7561,6276841497
1427211270,226.81,88,Roy          608 Butterfly Expressway            20838  St. Leo              Washington      ,194.99,20154.27,2022-10-02,2846,9838684236
1744343875,469.25,58,Beverlee     P.O. Box 75232                      91570  Langdon Place        New Hampshire   ,161.16,27377.66,2022-12-04,2100,1256223889
1050311597,473.57,31,Andres       802 Grand Freeway                   43735  Oakview village      Minnesota       ,117.98,14798.65,2022-09-03,6742,2664494312
1556564268,414.16,53,Evan         780 Ranch Alley                     66042  Spencer Mountain     Vermont         ,179.12,22129.6,2022-06-08,134,9866232214
1734583117,215.48,97,Audrea       528 Shady Bay                       02211  Oakley village       Illinois        ,138.21,21039.769999999997,2023-03-06,1597,9954963651
1492176590,162.69,34,Lexie        788 Smith Bend                      19469  Donalsonville        South Dakota    ,119.71,5651.17,2023-01-06,688,6587048806
1191150819,189.57,33,Jamal        P.O. Box 66524                      97394  Gloucester           Michigan        ,157.74,6413.549999999999,2022-12-10,5961,2949777529
1698224447,424.99,79,Anthony      460 Rise Walk                       92930  Fifth Street         Mississippi     ,87.33,33661.54,2023-02-09,3818,3395757070
1847950121,328.16,69,Curtis       991 Burning Spur                    55943  Dustin Acres         Mississippi     ,197.63,22840.670000000002,2022-07-22,7928,8195921776
1005688182,313.61,31,Marty        533 View Vale                       70159  Laplace              Michigan        ,132.41,9854.32,2022-02-18,408,9952025548
1935689030,499.26,54,Abraham      954 Club Annex                      20037  Moulton              Missouri        ,141.2,27101.24,2023-03-03,2123,7005470053
1379972039,465.3,29,Lorenzo      85 End Crest                        59668  Moriarty             Indiana         ,179.37,13673.070000000002,2022-01-11,272,8235760362
1017904560,217.58,51,Delmar       P.O. Box 48663                      39492  Pearl Beach          Alabama         ,83.52,11180.1,2022-03-14,4694,1979074450
1037677888,308.8,29,Hassan       848 Grand Nook                      93564  Mullen village       Virginia        ,179.97,9135.17,2022-11-06,3663,5230166975
1232790134,427.65,15,Etsuko       769 Quaking Gate                    95549  Willow Valley        South Dakota    ,104.26,6519.01,2022-01-01,3177,3506875187
1179150051,250.6,6,Vicky        P.O. Box 19984                      71698  Tama                 Utah            ,171.79,1675.3899999999999,2023-01-19,6170,9612490137
1778925830,151.58,34,Oma          217 Lazy Expressway                 06645  Bangor village       Nebraska        ,95.21,5248.93,2022-09-16,3013,8208314352
1425410349,367.22,77,Brain        724 Eighth Motorway                 33033  Dortches             Maine           ,113.86,28389.800000000003,2022-07-09,1558,9845804702
1656028612,265.26,47,Leonel       450 Shady Way                       82174  Iron Junction        Missouri        ,118.63,12585.849999999999,2022-09-10,4666,5898709850
1460007335,291.14,95,Theodore     272 Broad Ferry                     11523  Queen Anne           Delaware        ,97.68,27755.98,2022-02-18,3520,5678519742
1039669319,221.51,64,Cristi       280 Third Woods                     33681  Lyndon village       Florida         ,148.44,14325.08,2022-05-29,6656,5109177652
1118383028,286.2,18,Stuart       632 Stream Parade                   69331  Hatfield             Georgia         ,113.47,5265.07,2023-03-17,2162,1209283975
1431633876,235.05,39,Lisha        638 Lost Bluff Promenade            24782  McVey borough        Missouri        ,76.99,9243.94,2022-06-22,3789,8291010730
1108183845,194.87,78,Kathryne     P.O. Box 14950                      98714  Fairview Heights     Maryland        ,100.74,15300.6,2022-07-05,5586,7368552894
1119744774,306.03,28,Sal          393 Loaf Dam                        01518  Virgin               Alabama         ,124.67,8693.51,2022-04-21,8012,7427317057
1592336593,415.91,36,Nathalie     773 Sunny Manor                     31712  Mahaffey borough     Montana         ,174.07,15146.83,2023-02-26,2053,2479691202
1148448940,494.17,15,Samual       751 Umber Terrace                   95434  Kempton village      California      ,122.09,7534.64,2022-12-14,1927,8361165506
1500277532,200.53,99,Damion       731 Club Tunnel                     16996  Rockton village      New Jersey      ,159.7,20012.170000000002,2022-03-12,1901,9122726388
1745572251,187.66,30,Moses        433 Red Mountain                    77634  Valhalla             Iowa            ,87.19,5716.99,2022-03-04,5937,4130245830
1428349741,448.91,3,Jamey        152 Broad Run                       21623  Onley                Virginia        ,94.61,1441.34,2022-09-06,5046,9070637492
1763443668,492.96,23,Julius       659 Old Robin                       74283  Panthersville        Idaho           ,149.8,11487.88,2023-01-30,7951,8551273538
1163706461,178.86,6,Lourdes      P.O. Box 56757                      58009  Baraga village       Wyoming         ,175.28,1248.44,2023-01-16,3820,4529506079
1999751014,399.87,82,Judson       993 Easy Butterfly Bank             62740  Churchill borough    Wyoming         ,135.7,32925.04,2022-03-26,4842,2387496206
1283167610,391.46,45,Carrol       P.O. Box 74856                      83518  Varnam               North Dakota    ,183.69,17799.39,2022-08-23,5400,5980303637
1995033901,381.34,80,Darlena      256 Fort Orchard                    83423  Russiaville          Iowa            ,96.59,30603.789999999997,2023-03-05,1040,6778635709
1998225989,218.87,58,Bo           P.O. Box 27844                      30546  Meadows Place        Washington      ,135.36,12829.820000000002,2022-08-15,4916,4709889934
1143123520,480.11,86,Antonio      P.O. Box 29198                      60379  The Hills village    Oklahoma        ,62.49,41351.95,2022-04-07,2927,1406948496
1666379744,266.6,17,Elicia       793 Foggy Pioneer                   03742  Colchester           Maryland        ,118.65,4650.85,2023-03-02,7945,7669607050
1506984659,375.19,80,Kraig        P.O. Box 60371                      40286  Aptos                Hawaii          ,88.78,30103.98,2022-09-16,4782,6091691488
1023031794,419.0,92,Javier       83 W Pond Point                     08173  Nellieburg           Missouri        ,155.46,38703.46,2023-02-24,1078,8831050806
1146211776,453.57,78,Luciano      374 Velvet Rise Mill                35388  Maple Ridge          Illinois        ,80.3,35458.76,2022-06-07,2368,2438664100
1061304395,300.38,71,King         837 Lazy Lodge                      81052  Alex                 Iowa            ,163.47,21490.45,2023-03-02,3464,1985729010
1031550479,366.83,68,Harrison     837 Bright Fawn Stravenue           84683  Locust Grove         Oregon          ,134.2,25078.64,2022-08-12,349,9113856632
1854372923,495.57,10,Simona       710 Golden Robin Path               64459  Oak Creek            Vermont         ,143.92,5099.62,2022-12-12,2310,4404771030
1675089899,150.28,52,Rickie       953 High Flat Mews                  35199  Old Agency           Oregon          ,94.36,7908.92,2022-03-13,5432,6247702500
1958219961,498.36,60,Earnest      933 SE Horse                        96891  Lacombe              New Jersey      ,141.98,30043.58,2022-10-26,7375,8156775570
1375350462,454.14,93,Ira          114 W Mission                       83713  Fort Rucker          North Dakota    ,133.08,42368.1,2022-09-04,4303,7956953865
1923445264,406.24,78,Myrle        556 View Bypass                     62050  Fairfield borough    Montana         ,79.46,31766.18,2023-03-24,3394,7248098751
1943549547,289.63,11,Jimmie       402 Silent Sky Stead                54728  Koppel borough       Alaska          ,143.87,3329.7999999999997,2022-07-08,4864,1124198990
1154084888,245.81,96,Elsa         81 Colonial Dale Crest              65403  Louann               Tennessee       ,72.53,23670.29,2022-08-14,6946,6344140031
1185554296,184.18,62,Jerry        481 Hazy Woods                      93979  Valdez               New York        ,55.03,11474.19,2022-05-23,5630,6344140031
1603934345,279.08,13,Mara         75 Harvest Flat                     35892  Tampico village      Massachusetts   ,147.5,3775.54,2022-05-28,870,9986824924
1556550946,466.25,40,Nathaniel    226 Quiet Junction                  90328  Oelrichs             New Mexico      ,136.44,18786.44,2022-05-26,7822,9874342694
1829999668,299.94,63,Glenda       P.O. Box 32509                      66523  Radersburg           Utah            ,53.01,18949.23,2022-01-26,8184,1124340542
1678703570,377.35,3,Milo         787 Rabbit Drive                    64686  Caryville            Wisconsin       ,119.41,1251.4600000000003,2022-07-21,6361,7250789006
1096219359,356.46,29,Russel       442 Quiet Rose                      71762  Velma                Hawaii          ,141.65,10478.99,2023-01-06,5381,1988171179
1992998461,159.82,90,Alisa        236 Eighth Bridge                   80344  Homestead village    South Dakota    ,54.64,14438.439999999999,2022-02-23,5209,4792454311
1977102642,376.02,21,Davida       264 Cinder Flat Meadow              55813  Mahaska              North Dakota    ,143.47,8039.89,2022-03-11,3067,2741451286
1628962584,216.23,49,Wyatt        828 Honey Court                     45523  Panora               North Carolina  ,85.54,10680.81,2022-04-12,3533,7588692469
1471793870,212.52,49,Shera        859 Cozy Quail Underpass            08758  Eastborough          Tennessee       ,70.04,10483.520000000002,2022-04-27,6872,4464305550
1638767449,225.27,48,Shellie      863 Shady Main                      46283  Donnellson           Pennsylvania    ,170.11,10983.070000000002,2022-01-31,8572,8832890960
1583128607,258.79,125,Florencio    812 Lazy Camp Land                  93671  Arbela               Kansas          ,97.51,19506.76,2022-03-04,1354,2427451241
1194581181,163.94,13,Adolfo       275 Timber Village                  56260  Crowell              Oregon          ,94.56,2225.7799999999997,2023-02-24,4274,3491532708
1588381756,367.75,96,Curt         232 Foggy Stream                    88939  Orchard              Colorado        ,128.13,35432.13,2022-10-31,3774,3345012857
1858476613,344.61,72,Frank        P.O. Box 59820                      89280  Somonauk village     Texas           ,169.49,24981.410000000003,2023-02-12,275,4517968250
1362014864,296.59,75,Errol        P.O. Box 21514                      73848  Brodhead             New Mexico      ,159.8,22404.049999999996,2022-08-03,8742,6767856821
1811937926,458.08,66,Kurtis       85 Honey Boulevard                  17740  Bladensburg          Arkansas        ,182.89,30416.17,2023-02-10,4816,3096493661
1767982141,317.97,86,Tamekia      185 Elm Square                      21912  Minnetonka           Tennessee       ,191.85,27537.27,2022-07-02,6473,6750704491
1662572151,168.99,93,Lynn         114 Burning Main                    10886  Richlands            Colorado        ,134.63,15850.7,2022-06-17,3586,1045935172
1684590772,176.38,65,Lydia        588 E Ironwood                      46141  Soddy-Daisy          Montana         ,103.14,11567.839999999998,2022-11-22,6135,2389336112
1614198566,233.67,76,Shemeka      P.O. Box 97270                      71674  Three Points         New Hampshire   ,167.52,17926.44,2023-03-27,8626,6039992239
1285071228,431.96,55,Leanna       892 Silver Barn Track               06689  Wilberforce          Kentucky        ,151.5,23909.3,2022-08-02,8199,5351242642
1848338086,184.57,6,Trudy        648 Golden Cove                     83588  Buckeye              Illinois        ,152.5,1259.92,2022-12-16,7521,1506349152
1090127564,372.56,3,Luke         294 NW Elk Oval                     91395  Ocean                Alabama         ,103.41,1221.0900000000001,2023-01-18,3680,5898062958
1351402306,269.15,65,Agueda       623 Golden Passage                  89916  Clay                 Florida         ,56.89,17551.64,2022-10-05,6915,9795454422
1439995124,250.85,59,Marilu       P.O. Box 60797                      22393  Crestwood Village    Wyoming         ,123.31,14923.46,2022-03-05,1699,4133403302
1986731886,300.08,12,Mirtha       P.O. Box 58002                      71295  Leon                 Connecticut     ,189.45,3790.41,2022-09-09,8221,5623438132
1036772075,343.94,63,Jeromy       P.O. Box 65626                      71762  Red Cloud            South Dakota    ,155.76,21823.98,2022-03-31,268,7771708185
1906759547,466.25,16,Merry        530 Maple Dell                      69244  Darfur               Florida         ,125.59,7585.59,2023-01-13,7822,8015779119
1340499967,443.78,34,Aurora       123 Gentle Pony                     80058  Bremen village       Virginia        ,105.42,15193.939999999999,2023-04-01,3940,5237515152
1019464879,335.6,22,Troy         608 Nectar Swale                    71896  Cleves village       New Mexico      ,175.38,7558.580000000001,2022-09-18,7546,7143632698
1765193036,421.42,91,Michal       224 Grand Well Expressway           46929  San Ardo             California      ,59.04,38408.26,2022-05-28,5756,7246776797
1262493093,215.2,84,Felecia      641 Velvet Third Overpass           60623  French               Alaska          ,52.21,18129.01,2022-07-08,8120,5793636438
1547529161,358.42,63,Keith        513 SW Ironwood                     77374  Lindenhurst village  Texas           ,95.18,22675.640000000003,2022-01-13,6063,2405500548
1260529246,476.55,70,Wilburn      776 Zephyr Knoll                    62022  Whiteriver           New Mexico      ,198.23,33556.73,2022-07-30,6817,5975208245
1239791564,369.57,6,Trey         228 Cozy Leaf Ridge                 21326  Alton                Maine           ,85.5,2302.92,2022-04-01,7084,8172922279
1892482557,161.1,22,Jan          839 Elm Divide                      32918  Forgan               Maryland        ,149.69,3693.89,2022-06-21,1982,9277350847
1802569726,154.42,89,Yoko         249 Green Pine Dell                 46235  Deloit               Arizona         ,89.15,13832.529999999999,2022-10-16,2141,8186374042
1168512889,404.38,84,Ira          55 Dusty Throughway                 96401  Cale                 Florida         ,142.11,34110.03,2022-05-13,1693,4209229062
1364854015,375.49,46,Marlin       P.O. Box 57901                      68664  Ahoskie              Washington      ,117.86,17390.4,2022-09-16,2074,3301271932
1387021870,474.13,29,Noel         858 Gentle Cove                     42495  Eau Claire borough   Delaware        ,137.0,13886.77,2022-11-27,7995,7559902912
1769996718,267.59,52,Carl         943 Old Spring Orchard              15705  Manville             Alaska          ,70.52,13985.199999999999,2022-02-18,4808,9033289572
1818693292,233.19,64,Andres       905 Rustic Shadow Dell              50558  Wynnewood            Illinois        ,156.63,15080.789999999999,2022-03-20,4026,2591903215
1569216192,334.57,97,Laurie       256 Clear Fork                      96601  Spencerport village  New Mexico      ,56.85,32510.14,2022-04-24,7912,2005790884
1906267428,487.0,89,Carla        869 High Mission Route              64842  Woodworth            Georgia         ,116.84,43459.84,2022-06-19,3132,4910140448
1768361471,254.42,1,Hilton       P.O. Box 69538                      24679  Kendall West         Virginia        ,188.53,442.95,2022-02-05,1047,4656393620
1772998702,208.18,91,Micki        984 Tawny Parade                    61454  Donnybrook           New Mexico      ,113.94,19058.32,2023-03-22,2865,9313391634
1463863275,264.19,59,Avery        49 Jagged Quail                     11689  Artondale            Tennessee       ,148.98,15736.189999999999,2023-02-19,580,7192008370
1290890620,203.99,30,Iluminada    803 Green Bay                       68066  Tequesta village     Hawaii          ,195.4,6315.1,2022-02-27,5476,2020294512
1512501880,262.04,11,Verona       774 Bright Rose                     66174  Tinicum ship         Minnesota       ,185.23,3067.67,2022-01-21,846,1135356092
1934460757,324.59,60,Lyndon       811 Indian Sixth                    82278  Sanford village      Florida         ,151.13,19626.53,2022-04-07,8002,4816369340
1520265419,180.58,15,Lester       782 Iron Brook Pike                 61403  Hardin village       South Dakota    ,142.82,2851.5200000000004,2022-05-27,8723,1174922821
1132728313,483.65,32,Earle        257 Golden Lodge                    25308  Champ village        New Jersey      ,183.98,15660.779999999999,2023-03-24,4187,8520967225
1344820736,293.71,24,Jestine      665 Hill Avenue                     10284  Vienna Center        Maine           ,152.14,7201.179999999999,2022-04-03,7006,7913554498
1211992028,300.71,72,Jordon       414 Silent Wintergreen Crest        84003  Shields              Arkansas        ,194.57,21845.69,2022-10-31,7249,4577256074
1828576299,485.32,29,Herlinda     189 Creek Mill                      83749  New Munich           Rhode Island    ,143.18,14217.460000000001,2022-03-13,8097,9816087469
1295168895,356.98,53,Stephnie     56 Gentle Station                   47835  Ridgeway village     Minnesota       ,198.86,19118.800000000003,2022-10-15,5806,9875003164
1856043175,337.65,70,Jamaal       238 Burning Autumn Dam              40300  Raritan borough      South Dakota    ,140.27,23775.77,2022-04-01,8368,2960716527
1880033551,288.49,85,Al           P.O. Box 13412                      13278  Ramer                Maryland        ,182.41,24704.06,2022-01-29,6444,1258625251
1811540364,166.14,138,Lasandra     291 Wishing Terrace                 29419  Blue Bell            South Carolina  ,78.8,14699.119999999999,2022-01-17,6429,6769914206
1265118173,467.64,91,Enriqueta    531 Lazy Oak Isle                   35000  El Dorado Hills      Mississippi     ,159.08,42714.32,2022-06-01,5169,6994385943
1487352714,164.65,25,Donny        P.O. Box 48628                      74025  Bloomsbury borough   Florida         ,78.61,4194.86,2022-05-24,5546,9380282680
1034316860,452.26,33,Lowell       31 NE Smith                         42880  Latimer              Mississippi     ,77.88,15002.46,2022-04-07,8651,9574009790
1528515173,292.44,11,Faustino     873 Stream Heights                  97060  Lerna village        Pennsylvania    ,79.26,3296.1000000000004,2023-01-08,939,6001913532
1635664426,298.84,2,Arletha      423 N Arcade                        79937  Turbotville borough  Kentucky        ,127.44,725.1199999999999,2022-06-13,46,1279023785
1220131086,496.37,70,Judson       449 Dewy Bend                       65564  Stephens             North Dakota    ,199.73,34945.630000000005,2022-02-17,7930,7376295420
1272306273,195.57,51,Lorrine      832 Honey Throughway                52782  Jordan Valley        Kansas          ,156.79,10130.86,2022-01-18,4676,4835065752
1916543673,263.0,88,Melony       833 Bright Lock Place               18624  Pine Point           Arizona         ,197.9,23341.9,2023-02-27,2928,4900227728
1577110327,275.49,84,Austin       405 Silver Edge                     93578  Wheatland borough    Wisconsin       ,193.87,23335.03,2022-11-27,3445,8726090720
1384448699,370.05,82,Linwood      233 Little Hickory                  86047  Rivergrove           North Carolina  ,93.77,30437.870000000003,2022-03-20,4247,4004277144
1414708534,371.47,38,Collin       P.O. Box 99456                      28094  Allendale village    South Dakota    ,165.55,14281.41,2022-07-21,8204,6670664442
1435298921,250.6,64,Andre        399 Rustic Land                     24473  Readlyn              Alabama         ,194.84,16233.24,2022-02-24,6170,6246266027
1908692407,494.09,21,Calandra     380 Lazy Mission Path               52279  Mandan               Massachusetts   ,168.41,10544.3,2022-06-21,5230,5654723475
1225240682,160.43,33,Alina        78 Lost Quail                       35416  Paulsboro borough    Louisiana       ,153.74,5447.93,2022-02-25,4821,2487980323
1402101858,241.83,36,Evangelina   938 Gentle Land                     45732  The Hills village    New Jersey      ,166.43,8872.310000000001,2022-08-22,494,2782239724
1063486040,399.02,66,Marquitta    758 Course Junction                 64234  South Carrollton     Mississippi     ,164.73,26500.05,2022-09-30,2438,6442986026
1799772730,154.68,2,Natalya      734 N Annex                         39008  Optima               Ohio            ,136.07,445.43,2022-12-05,1282,2825747799
1453340045,333.93,87,Armando      261 Pleasant Pioneer Acres          68136  Whitefield           South Carolina  ,158.11,29210.02,2022-05-21,4179,8884908285
1889271723,494.5,18,Sterling     741 Rise Nook                       01636  Westfield borough    Florida         ,116.5,9017.5,2022-02-17,5775,4900912323
1344249014,364.41,8,Thanh        864 Heather Timber                  58330  Steen                California      ,100.71,3015.9900000000002,2023-01-27,3197,8800961522
1800156297,451.93,11,Lesley       969 Dewy Plaza                      52591  Dassel               Oklahoma        ,181.19,5152.42,2022-12-29,4066,4766125564
1356090930,363.59,4,Elisabeth    461 Bright Autumn Shore             66789  Seabrook             Tennessee       ,52.7,1507.06,2022-01-31,8255,9726936275
1871661020,203.69,62,Reginia      443 Quail Woods                     85303  Villa del Sol        Mississippi     ,61.49,12690.27,2022-03-20,1065,3142594076
1840627532,215.23,33,Cornell      713 N Junction                      36070  Plover village       New York        ,197.96,7300.549999999999,2022-10-31,4897,2061707955
1720153564,286.35,66,Stefan       535 Bluff Highway                   31592  Mabscott             South Dakota    ,157.4,19056.500000000004,2022-06-04,3997,7293595677
1910492593,227.12,12,Boyd         336 Tawny Deer Square               24500  La Presa             South Dakota    ,141.52,2866.96,2022-07-22,8170,5334047240
1605528448,490.76,24,Abdul        26 Shadow Causeway                  66000  Millers Creek        South Dakota    ,134.82,11913.06,2022-10-06,382,4411264873
1143697418,471.71,44,Kathie       618 Cloud Motorway                  01451  Nodaway              Tennessee       ,167.42,20922.659999999996,2023-01-01,1495,1604103513
1123145535,366.79,46,Lavinia      179 Sunny Estate                    63811  Gold Beach           Iowa            ,62.18,16934.52,2023-03-19,8983,8187356803
1004116545,329.24,48,Krystin      774 Cotton Forge Landing            06985  Twin Falls           Missouri        ,193.81,15997.33,2022-05-12,6971,2846392962
1393827963,369.16,49,Audrey       261 Pony Meadow                     27040  Britton village      Vermont         ,157.1,18245.94,2022-06-07,6816,3442872704
1633794388,192.58,122,Ethelyn      933 Silver End                      26618  Judith Gap           Hawaii          ,184.84,14050.6,2022-02-15,6010,2607663549
1032184955,281.61,68,Adolfo       71 Grand Autumn Crossroad           89595  Milpitas             Tennessee       ,63.57,19213.05,2022-05-03,4933,9541748125
1184236457,266.57,77,Wilson       P.O. Box 54173                      88149  Nanty-Glo borough    Maine           ,90.36,20616.25,2022-05-06,6582,1143407353
1794798573,448.15,83,Mozelle      735 Sleepy Kennedy                  58101  Apalachin            Massachusetts   ,64.72,37261.17,2022-09-23,3373,6941682991
1488196417,398.81,58,Tosha        632 Iron Bayoo                      90617  Memphis village      Louisiana       ,192.48,23323.46,2023-02-16,5358,4633479594
1309471399,497.05,19,Gerry        P.O. Box 38394                      66050  Bunker               Florida         ,69.13,9513.08,2022-07-14,400,2606628982
1250419621,264.68,97,Mervin       P.O. Box 25298                      29066  Hialeah Gardens      Texas           ,167.83,25841.79,2022-04-02,8926,7329192453
1520699373,249.17,1,Elmo         560 Crystal Square                  44913  Millville village    New Jersey      ,179.64,428.80999999999995,2022-12-10,853,1446640288
1819063574,201.75,69,Alfredo      P.O. Box 57903                      86132  Gideon               Vermont         ,70.19,13990.94,2022-05-16,4324,4817833030
1555089901,484.97,85,Luke         497 Colonial Timber                 61824  Day Valley           Oregon          ,131.65,41354.100000000006,2022-01-11,1683,5080329097
1398808725,322.22,57,Zackary      985 Stony Quail                     39137  Center Hill          Rhode Island    ,176.59,18543.13,2023-01-02,8017,1544132547
1469707421,434.1,74,Gerald       483 Wishing Light Haven             83148  Cassville village    Maine           ,112.94,32236.34,2022-11-15,1818,3669871459
1052142201,281.97,24,Keenan       295 Maple Canyon                    65767  Dupont               North Dakota    ,88.75,6856.030000000001,2023-03-19,2773,2986037628
1897518688,378.86,30,Earle        514 Apple Highway                   13259  Annville             Texas           ,196.22,11562.02,2023-01-31,8789,4402092632
1124102743,463.39,46,Dara         411 Easy Radial                     18084  Fort Hancock         Iowa            ,114.95,21430.89,2022-08-30,2436,3638285014
1442900761,198.02,93,Berry        601 Spur Bay                        38651  The Crossings        New Hampshire   ,190.29,18606.15,2022-10-05,5493,2525088871
1834883645,235.28,59,Landon       P.O. Box 60923                      54516  Arcadia village      Nebraska        ,189.62,14071.140000000001,2022-10-29,549,8774840457
1711617816,485.68,45,Rodolfo      544 Hidden Blossom Jetty            88150  Madison village      Hawaii          ,120.19,21975.789999999997,2022-07-14,2205,8950065593
1968422384,227.52,29,Ryan         512 Iron Barn Dam                   31500  Torrance             Alaska          ,61.41,6659.49,2022-04-30,6487,2815790384
1505830852,375.94,2,Cleotilde    280 Shady Glen                      76598  Hammondville         Kentucky        ,181.41,933.29,2023-03-12,523,2219450235
1005432507,337.56,78,Arnulfo      490 Misty Forge                     48315  Dunellen borough     Alabama         ,120.72,26450.4,2022-01-10,4580,5000564631
1592365193,440.71,85,Traci        251 Heather Land                    90836  Washakie Ten         Arizona         ,189.72,37650.07,2022-12-22,6714,8659522282
1232790722,426.24,7,Pasty        P.O. Box 93028                      28017  Porum                New Hampshire   ,119.12,3102.8,2022-03-03,3143,3205555076
1267699422,441.74,44,Wilfredo     771 Harvest Cloud                   15692  Brandsville          South Carolina  ,89.17,19525.73,2022-09-18,1798,1385264234
1162696882,263.23,94,Douglass     387 Indian Timber                   53760  Tecumseh             Maryland        ,70.72,11652.84,2022-02-05,2041,4307142319
1859027072,157.0,48,Randell      927 Wishing Center                  22531  Bettendorf           Alaska          ,163.75,7699.75,2023-02-27,4507,9781553397
1120629917,291.97,37,Reuben       51 Shady Valley                     31572  Ash Grove            Idaho           ,50.23,10853.12,2022-08-07,1509,4834033745
1618726751,340.61,80,Hallie       44 Leaf Glade                       48043  West Chatham         Wisconsin       ,154.12,27402.920000000002,2022-04-15,1178,8089207798
1636748851,257.75,25,Libbie       170 Jagged Beacon Path              02022  Lanesboro borough    West Virginia   ,164.36,6608.11,2022-07-06,8247,9491927891
1395035973,434.08,93,Wendell      P.O. Box 91720                      12010  Mutual               Washington      ,175.79,40545.229999999996,2023-01-10,4359,4263054296
1743109932,269.9,60,Cecil        763 View Parkway                    70945  Harrisburg           Maine           ,66.11,16260.109999999999,2022-10-01,3433,2581740099
1484135074,313.61,93,Elene        144 Squaw Heights                   27817  Capon Bridge         Indiana         ,70.58,29236.31,2022-08-12,408,2105429327
1722164923,269.05,56,Zella        299 Clear Passage                   36525  Belleville village   New Mexico      ,79.2,15146.000000000002,2022-10-06,2855,4788276406
1859809001,205.79,40,Bud          677 Quaking Road                    24013  Manderson            Oregon          ,152.17,8383.77,2022-04-13,4849,9991549877
